ID	Date	CC	B	Label	Artists	Track	Comp	Length	BPM	Key	ignore this column	simplified key manual override	Key (Read Note)
557094	2025-10-27	Y	U	Synthwave	F.O.O.L	Desolate	-	3:43	105	C# min	C# min		C# min
559555	2025-10-24	N	U	Dubstep	Infected Mushroom	Lightweight	-	9:29	145	F# phr | F# min | F# har min	F# min		F# min
558183	2025-10-23	N	I	Rock	Mazare, SadBois, & Carter Rubin	Hello I Miss U	-	2:41	172	D# maj	D# maj		D# maj
559531	2025-10-22	Y	U	Dubstep	Hairitage	Blue	-	3:05	150	D# min	D# min		D# min
558244	2025-10-21	N	S	House	Shingo Nakamura & Warung	Worlds Apart (PROFF Remix)	-	3:16	122	D# min | D# maj	D# min		D# min
560193	2025-10-20	N	U	Drum & Bass	Screamarts	Cultus	-	4:13	174	(D# min | D# maj) / D# phr	D# min		D# min
559012	2025-10-17	N	U	Drum & Bass	YUSSI & OHKAY	Enemies	-	3:45	175	F# min	F# min		F# min
559647	2025-10-16	N	I	Double Single	Kaskade	DNCR / imprint	-	--:--	N/A	N/A	N/A		N/A
559647	2025-10-16	N	I	House	Kaskade	DNCR	-	3:07	132	C min	C min		C min
559647	2025-10-16	N	S	House	Kaskade & Courtney Storm	imprint	-	3:16	120	D maj	D maj		D maj
559630	2025-10-15	N	U	Album	Virtual Riot	Stealing Fire (Remixes)	-	--:--	N/A	N/A	N/A		N/A
559630	2025-10-15	N	U	Garage	Virtual Riot	Stealing Fire (longstoryshort Remix)	-	2:25	136	D min / D phr dom	D min		D min
559630	2025-10-15	N	U	Drum & Bass	Virtual Riot	Nights on Fire (2024) (hayve Remix)	-	3:19	178	D# min | D# maj	D# min		D# min
559630	2025-10-15	N	U	Electro	Virtual Riot	Star Destroyer VIP	-	3:15	135	D# phr dom | D# dor	D# min		D# min
559630	2025-10-15	N	U	Garage	Virtual Riot	Scorched Earth (Culprate Remix)	-	3:53	140	D# min / D# phr	D# min		D# min
559630	2025-10-15	N	U	Trap	Virtual Riot	Nights on Fire (2024) (Skybreak HALF BLOOD Remix)	-	3:40	172	D# min	D# min		D# min
559630	2025-10-15	N	U	Trap	Virtual Riot	Ridiculous (RANKZ Remix)	-	2:19	145	D min | D phr	D min		D min
559630	2025-10-15	N	U	Dubstep	Virtual Riot	Need / Get (Bossfight Remix)	-	3:08	140	D min | D phr	D min		D min
559630	2025-10-15	N	U	Drum & Bass	Virtual Riot	Dino Killer (Dodge & Fuski Remix)	-	3:02	174	D# min / D# loc	D# min		D# min
559630	2025-10-15	N	U	Dubstep	Virtual Riot	Reconnect (Everen Maxwell Remix)	-	4:29	140	D# min	D# min		D# min
559630	2025-10-15	N	U	Dubstep	Virtual Riot & Raven Gray	Holding on to Smoke (Franky Nuts Remix)	-	3:18	145	G min	G min		G min
559333	2025-10-14	M	S	Compilation	Various Artists	Silk Selections 05	SS05	--:--	N/A	N/A	N/A		N/A
559333	2025-10-14	Y	S	House	Archaellum	Something Beautiful	SS05	2:55	118	G maj	G maj		G maj
559333	2025-10-14	Y	S	House	Ra5im	Zen	SS05	2:48	115	G# lyd	G# maj		G# maj
559333	2025-10-14	Y	S	House	RAINE	Nomad	SS05	2:54	120	A min | A dor	A min		A min
559333	2025-10-14	N	S	House	Cloudcage & Jack Willard	Speak About It	SS05	3:34	120	G# maj	G# maj		G# maj
559333	2025-10-14	Y	S	House	OKASSUS	Allure	SS05	3:02	118	C min | C dor	C min		C min
559487	2025-10-13	Y	U	Drum & Bass	QUIX & Solesky	Curry Goat	-	2:19	177	F min | F loc	F min		F min
559388	2025-10-10	N	U	Dubstep	Borgore, LEVEL UP, & Eloise Keeble	Palm of Your Hand	-	3:35	145	D min / D phr	D min		D min
558626	2025-10-09	N	I	Garage	Higgo	Funk Machine	-	2:55	138	G min | G loc	G min		G min
559609	2025-10-08	N	U	Dubstep	Virtual Riot	Believe What You Want (Tokyo Machine Remix)	-	3:40	150	E min | E dor	E min		E min
559227	2025-10-07	N	S	EP	terro & TMPST	Halcyon	-	--:--	N/A	N/A	N/A		N/A
559227	2025-10-07	N	S	House	terro & TMPST	Never Let You Go	-	2:57	123	A min	A min		A min
559227	2025-10-07	N	S	House	terro & TMPST	Halcyon	-	3:01	120	C# maj	C# maj		C# maj
559227	2025-10-07	N	S	House	terro	4 U	-	2:36	121	A maj	A maj		A maj
559180	2025-10-06	N	M	Album	Toby Fox	UNDERTALE (10 Year Anniversary Remixes)	-	--:--	N/A	N/A	N/A		N/A
559180	2025-10-06	N	S	Ambient	Toby Fox	Fallen Down (Øneheart Remix)	-	2:03	132	D# maj | D# har maj	D# maj		D# maj
559180	2025-10-06	N	I	House	Toby Fox	Once Upon a Time (No Mana Remix)	-	4:15	128	F maj | F min	F maj		F maj
559180	2025-10-06	N	I	House	Toby Fox	Ghost Fight (RoboRob Remix)	-	2:38	126	G min | G har min	G min		G min
559180	2025-10-06	N	U	Trap	Toby Fox	Spider Dance (Vector U Remix)	-	3:15	120	F min | F loc | F har min	F min		F min
559180	2025-10-06	N	U	Hardcore	Toby Fox	CORE (RoBKTA Remix)	-	3:33	153	(D# min | D# phr) / C# har min	D# min / C# min		D# min / C# min
559180	2025-10-06	N	U	Electro	Toby Fox	ASGORE (PrototypeRaptor Remix)	-	3:37	115	C# min | C# har min | C# dor	C# min		C# min
559180	2025-10-06	N	I	Future Bass	Toby Fox	Hopes and Dreams (Haywyre Remix)	-	3:38	180	G# min	G# min		G# min
559180	2025-10-06	N	U	Electro	Toby Fox	MEGALOVANIA (Pegboard Nerds Remix)	-	2:50	128	D min | D maj	D min		D min
559623	2025-10-03	N	U	Garage	Virtual Riot	Reconnect (Moore Kismet Remix)	-	3:19	140	D# min | D# phr dom	D# min		D# min
559616	2025-10-02	Y	I	Double Single	Bishu	2NITEE / GONE	-	--:--	N/A	N/A	N/A		N/A
559616	2025-10-02	Y	I	House	Bishu	2NITEE	-	2:54	131	G min > F min	G min > F min		G min > F min
559616	2025-10-02	Y	I	Trap	Bishu	GONE	-	1:42	132	G min	G min		G min
559104	2025-10-01	N	U	Drum & Bass	Oliverse & MØØNE	Adrenaline	-	3:11	174	A# min / A# har min	A# min		A# min
559050	2025-09-30	N	S	EP	Dokho	Sunset Kiss	-	--:--	N/A	N/A	N/A		N/A
559050	2025-09-30	N	S	House	Dokho	Sunset Kiss	-	1:55	114	A# maj	A# maj		A# maj
559050	2025-09-30	N	S	House	Dokho	One Night in Medellín	-	3:18	120	F# min	F# min		F# min
559326	2025-09-29	N	U	House	Toby Fox	Death by Glamour (VGR Remix)	-	3:15	150	E various / B maj	E min / B maj		E min / B maj
559340	2025-09-26	Y	U	House	Nostalgix & ALRT	On My Own	-	2:30	134	C# min | C# phr dom	C# min		C# min
558435	2025-09-25	Y	I	Future Bass	Rogue	Perfect	-	4:04	112	F min	F min		F min
559296	2025-09-24	N	U	Dubstep	Dodge & Fuski	I'm Back	-	3:20	150	D# min | D# phr	D# min		D# min
559043	2025-09-23	N	S	EP	Banyan & Holochrome	Afterlife	-	--:--	N/A	N/A	N/A		N/A
559043	2025-09-23	N	S	House	Banyan & Holochrome	Afterlife	-	2:41	115	G min	G min		G min
559043	2025-09-23	N	S	House	Banyan	Ephemeral	-	3:20	120	C# min	C# min		C# min
559319	2025-09-22	N	U	Electro	Toby Fox	sans. (Tokyo Machine Remix)	-	2:40	128	G# dor | G# har min | G# loc	G# min		G# min
558961	2025-09-19	N	U	Trap	Franky Nuts & Ookay	Feels So Good	-	2:14	145	F min	F min		F min
557131	2025-09-18	N	I	Trance	Egzod	Shangri-La	-	3:18	140	A# min	A# min		A# min
559098	2025-09-17	N	U	Dubstep	Mersiv	PUSH IT WAY DOWN LOW	-	3:16	150	D# phr | D# phr dom	D# min		D# min
558138	2025-09-16	N	S	House	ORACLE	Sunrise	-	3:26	120	D# maj	D# maj		D# maj
557698	2025-09-15	Y	U	EP	SPORTMODE	Woodwinds	-	--:--	N/A	N/A	N/A		N/A
557698	2025-09-15	Y	U	Trap	SPORTMODE	flute song	-	3:22	140	E phr dom	E min		E min
557698	2025-09-15	Y	U	Trap	SPORTMODE	Seasmoke	-	3:37	190 > 130	D phr dom > E phr dom	D min > E min		D min > E min
557698	2025-09-15	Y	U	Trap	SPORTMODE	BOUNCE	-	3:29	140	C# phr dom	C# min		C# min
558978	2025-09-12	Y	U	Garage	longstoryshort	how to feel alive	-	2:37	135	F min	F min		F min
558534	2025-09-11	N	I	House	Camden Cox, Punctual, & Shift K3Y	Surround Me	-	3:17	130	A# min | A# maj	A# min		A# min
559173	2025-09-10	Y	U	Dubstep	Amidy & SpaceYeti	Against All Odds	-	3:42	150	D min | D har min	D min		D min
558886	2025-09-09	Y	S	House	Flexible Fire & Enviado Vida	Drops of Dew	-	2:46	119	E maj	E maj		E maj
558954	2025-09-08	Y	U	Trap	Caster	Oathbreaker	-	3:35	145	D# min	D# min		D# min
559357	2025-09-05	N	U	Hardcore	Naeleck	Ashes VIP	-	2:34	155	G# har min	G# min		G# min
559289	2025-09-04	N	I	Drum & Bass	ARMNHMR, LOCKBOX, Sara Benyo, & Gabriel Eli	Free	-	2:47	160	C# min	C# min		C# min
558411	2025-09-03	N	U	Breaks	SLUMBERJACK & urboi.	Move Yo Feet	-	2:33	130	E dor > E min	E min		E min
557445	2025-09-02	M	S	Album	rshand	Hearts Divide	-	--:--	N/A	N/A	N/A		N/A
557445	2025-09-02	Y	S	House	rshand	Let Me Know	-	3:05	118	F# maj	F# maj		F# maj
557445	2025-09-02	N	S	House	rshand & ALLKNIGHT	Sentient	-	2:45	121	C# maj	C# maj		C# maj
557445	2025-09-02	Y	S	House	rshand	Here for Tonight	-	2:49	120	G maj	G maj		G maj
557445	2025-09-02	Y	S	House	rshand & nika jane	Anyone Else	-	3:17	120	D# maj	D# maj		D# maj
557445	2025-09-02	Y	S	House	rshand & Nina Carr	Evergreen	-	2:46	120	A# min	A# min		A# min
557445	2025-09-02	Y	S	House	rshand	November	-	4:12	120	D maj	D maj		D maj
557445	2025-09-02	Y	S	House	rshand	Hearts Divide	-	3:01	120	C# min	C# min		C# min
557445	2025-09-02	Y	S	House	rshand & DNAKM	Say What You Wanna Say	-	3:36	120	A# maj	A# maj		A# maj
557445	2025-09-02	Y	S	House	rshand & Dokho	Vacant Heart	-	2:49	120	G# maj	G# maj		G# maj
557445	2025-09-02	N	S	House	rshand	Unworthy	-	2:31	120	G min	G min		G min
557445	2025-09-02	Y	S	House	rshand, Wassu, & MØØNE	Lessons Learned	-	3:30	120	D# maj	D# maj		D# maj
557445	2025-09-02	Y	S	House	rshand	I Will Be Fine	-	2:31	118	B maj	B maj		B maj
555427	2025-09-01	Y	U	Trap	Lizdek	MANIAC	-	3:27	140	F# phr | F# phr dom	F# min		F# min
559159	2025-08-29	M	U	EP	Kompany	Nemesis	-	--:--	N/A	N/A	N/A		N/A
559159	2025-08-29	N	U	Drum & Bass	Kompany	Temper Tantrum	-	3:13	176	D# phr dom	D# min		D# min
559159	2025-08-29	N	U	Trap	Kompany & Careless Castle	Power	-	2:45	145	D min | D loc	D min		D min
559159	2025-08-29	N	U	Dubstep	Kompany, IVORY, & raxdflipnote	Jackpot	-	3:03	140	C# min | C# phr dom	C# min		C# min
559159	2025-08-29	N	U	Dubstep	Kompany & SampliFire	Fire Linking Curse	-	4:54	140	D phr +	D min +		D min +
559159	2025-08-29	N	U	Dubstep	Kompany & PYKE	Bring It	-	3:12	140	D# loc | D# min	D# min		D# min
557568	2025-08-28	Y	I	Future Bass	OBLVYN	Hyperfocus	-	3:13	165	A# maj > E maj	A# maj > E maj		A# maj > E maj
558855	2025-08-27	N	U	Drum & Bass	ShockOne, NCT, & Scrufizzer	Rockstar Bass	-	3:26	174	F phr dom	F min		F min
558725	2025-08-26	N	S	House	Shingo Nakamura & Warung	Feeling	-	3:20	122	D min	D min		D min
556387	2025-08-25	Y	U	Trap	Eater	Ritual	-	2:42	145	D phr	D min		D min
558749	2025-08-22	N	U	Dubstep	Virtual Riot & Eliminate	Aura Farming	-	4:20	145	E min | E har min	E min		E min
558879	2025-08-21	N	I	House	WHIPPED CREAM & No/Me	alive	-	3:26	130	G min	G min		G min
558664	2025-08-20	Y	U	Techno	Marie Vaunt	Burning Inside	-	3:38	140	F min | F har min	F min		F min
558695	2025-08-19	Y	S	House	A.M.R	A Flicker of Hope	-	3:16	120	D maj | D mix	D maj		D maj
556714	2025-08-18	Y	U	Trap	beastboi. & Arya	onlybmyself	-	3:06	140	C# dor / C# phr	C# min		C# min
558800	2025-08-15	M	U	EP	Jon Casey	HAPPY TO BE HERE	-	--:--	N/A	N/A	N/A		N/A
558800	2025-08-15	Y	U	Trap	Jon Casey	DON'T U	-	2:58	148	F phr dom	F min		F min
558800	2025-08-15	N	U	Trap	Jon Casey & PEEKABOO	GO!	-	2:21	145	D phr / D# phr	D min / D# min		D min / D# min
558800	2025-08-15	N	U	Baile	Jon Casey & KARAN!	RUDE!	-	3:06	130	D min	D min		D min
558800	2025-08-15	N	U	Trap	Jon Casey & Marlhy	WAITING ROOM	-	3:15	140	D# min | D# phr	D# min		D# min
558213	2025-08-14	Y	U	Midtempo	F.O.O.L, Essenger, Life Awaits, & VALORANT	You Call Me Reckless	-	3:15	113	D# min / D# phr	D# min		D# min
557308	2025-08-14	Y	I	Double Single	Codeko	I See / Take Me Away	-	--:--	N/A	N/A	N/A		N/A
557308	2025-08-14	Y	I	Trance	Codeko	I See	-	3:16	142	F maj	F maj		F maj
557308	2025-08-14	Y	I	House	Codeko	Take Me Away	-	2:53	138	D# min	D# min		D# min
557353	2025-08-13	Y	U	EP	Chime	Between	-	--:--	N/A	N/A	N/A		N/A
557353	2025-08-13	Y	U	Dubstep	Chime & 7KY	Scary Pretty Paradox	-	3:38	150	F# dor	F# min		F# min
557353	2025-08-13	Y	U	Dubstep	Chime	Between	-	3:17	140	E min	E min		E min
557353	2025-08-13	Y	U	Dubstep	Chime & Allegra Miles	Control	-	3:43	145	F min	F min		F min
557353	2025-08-13	Y	U	Dubstep	Chime & MIKESH!FT	Mecha Turbo III	-	3:10	140	D min | D dor	D min		D min
557353	2025-08-13	Y	U	Drum & Bass	Chime	Rainbow Rave Parade VIP	-	2:42	174	F min	F min		F min
558497	2025-08-12	Y	S	House	oncor	bones	-	2:32	120	D min	D min		D min
558817	2025-08-11	Y	U	Drum & Bass	No Mana	Remember, There's Always a Tomorrow	-	3:14	188	B min	B min		B min
558572	2025-08-08	N	U	Hardcore	Naeleck	Ashes	-	2:33	155	G# har min	G# min		G# min
558619	2025-08-07	N	I	House	Higgo	Shine	-	2:49	138	G# min | G# phr	G# min		G# min
558206	2025-08-06	Y	I	EP	Rocketman	From a Certain Point of View	-	--:--	N/A	N/A	N/A		N/A
558206	2025-08-06	Y	I	Electronic	Rocketman	hey....	-	0:31	130	C min	C min		C min
558206	2025-08-06	Y	I	Dubstep	Rocketman	Break	-	2:57	130	C min	C min		C min
558206	2025-08-06	Y	I	House	Rocketman & Everheart	Let Go	-	4:23	124	C min	C min		C min
558206	2025-08-06	Y	I	Trap	Rocketman	Moonlight	-	3:04	150	C min	C min		C min
558206	2025-08-06	Y	I	Future Bass	Rocketman	Waning	-	2:33	137	C min	C min		C min
558206	2025-08-06	Y	I	Dubstep	Rocketman	[can't] Sleep	-	3:34	150 > 170	D# maj	D# maj		D# maj
558206	2025-08-06	Y	I	Drum & Bass	Rocketman & Everheart	Slow Down	-	2:32	170	D# maj	D# maj		D# maj
558480	2025-08-05	Y	S	EP	Finding Mero	Glass Souls	-	--:--	N/A	N/A	N/A		N/A
558480	2025-08-05	Y	S	House	Finding Mero	Glass Souls	-	3:00	120	G# min	G# min		G# min
558480	2025-08-05	Y	S	House	Finding Mero	Fading Embers	-	3:14	123	G# min	G# min		G# min
558770	2025-08-04	Y	U	Trap	Just A Gent & Slowboy	Gates	-	2:36	140	D# phr dom | D# phr	D# min		D# min
558770	2025-08-04	Y	U	Baile	Just A Gent & Slowboy	Gates (BAILE VIP)	-	2:22	140	D# phr dom | D# phr	D# min		D# min
558541	2025-08-01	N	U	Drum & Bass	Control Alt Delete	Amsterdam	-	3:23	172	D min	D min		D min
558794	2025-07-31	N	I	Double Single	Habstrakt	Don't Let Me Down / Fade Away	-	--:--	N/A	N/A	N/A		N/A
558794	2025-07-31	N	I	House	Habstrakt & Julienne By	Don't Let Me Down	-	3:38	136	A min	A min		A min
558794	2025-07-31	Y	I	Garage	Habstrakt & Julienne By	Fade Away	-	3:40	136	A min	A min		A min
558107	2025-07-30	Y	U	Electro	Bad Computer & ROY KNOX	When You're Not Around	-	3:11	134	F# min	F# min		F# min
557179	2025-07-29	Y	S	House	rshand	Loveblind	-	3:20	120	A maj	A maj		A maj
558671	2025-07-28	Y	U	Dubstep	Afinity	Afterlife	-	3:06	150	F min	F min		F min
557551	2025-07-25	N	U	House	Gentlemens Club & Curbi	Stay Focused	-	3:47	127	G phr	G min		G min
557858	2025-07-24	N	I	House	Timmy Trumpet, Zen/it, & ANYLIA	Afterglow	-	2:34	124	A# min	A# min		A# min
558565	2025-07-23	N	U	Drum & Bass	Merage	Carousel	-	2:53	172	F phr | F phr dom	F min		F min
558169	2025-07-22	M	S	Compilation	Various Artists	Silk Selections 04	SS04	--:--	N/A	N/A	N/A		N/A
558169	2025-07-22	N	S	House	ENREM	One More Night	SS04	2:32	118	D maj	D maj		D maj
558169	2025-07-22	N	S	House	Arnie Way	Holding On	SS04	2:19	118	A# min	A# min		A# min
558169	2025-07-22	Y	S	House	Duce, TRE, & Jessie Lee Thetford	Find Me	SS04	2:35	122	B maj	B maj		B maj
558169	2025-07-22	Y	S	House	OKASSUS	Five PM	SS04	3:36	120	E dor	E min		E min
558169	2025-07-22	Y	S	House	San Mateo Drive	Go There	SS04	3:04	122	C dor	C min		C min
558169	2025-07-22	Y	S	Chillout	Liam Thomas	Washing Up	SS04	3:14	120	E maj	E maj		E maj
558176	2025-07-18	M	U	EP	DJ DIESEL & Shaquille O'Neal	M.D.E	-	--:--	N/A	N/A	N/A		N/A
558176	2025-07-18	Y	U	Dubstep	DJ DIESEL, RZRKT, & Shaquille O'Neal	M.D.E	-	4:00	150	C# min	C# min		C# min
558176	2025-07-18	N	U	Dubstep	DJ DIESEL, SampliFire, IVORY, & Shaquille O'Neal	Animal	-	3:53	140	F loc	F min		F min
558176	2025-07-18	Y	U	Dubstep	DJ DIESEL, Benda, & Shaquille O'Neal	Fadeaway	-	3:02	145	C# phr	C# min		C# min
558176	2025-07-18	Y	U	Dubstep	DJ DIESEL, Perry Wayne, & Shaquille O'Neal	Throwin' Bows	-	2:35	150	D min	D min		D min
558176	2025-07-18	Y	U	Dubstep	DJ DIESEL, NEOTEK, & Shaquille O'Neal	Show Em	-	2:28	145	D# min | D# phr	D# min		D# min
557766	2025-07-17	Y	I	Drum & Bass	Rameses B	We Love II	-	4:12	174	D# maj	D# maj		D# maj
558732	2025-07-16	N	U	Techno	WHIPPED CREAM	collide	-	2:35	144	D min	D min		D min
557889	2025-07-15	Y	S	House	ORACLE	Reflections	-	3:30	122	A# min	A# min		A# min
558602	2025-07-14	N	U	Trap	Virtual Riot & Viperactive	What U Got	-	2:48	140	D phr	D min		D min
558428	2025-07-11	N	U	Trap	UZ & Scrufizzer	Switch on Em	-	3:05	150	F phr	F min		F min
557827	2025-07-10	Y	I	House	BYOR	Crashout	-	3:17	128	G phr	G min		G min
558114	2025-07-09	N	U	House	Valentino Khan & MERYLL	Elevator	-	3:12	135	G loc	G min		G min
556578	2025-07-08	N	S	EP	ALLKNIGHT	Should've Known Better	-	--:--	N/A	N/A	N/A		N/A
556578	2025-07-08	N	S	House	ALLKNIGHT	Should've Known Better	-	3:24	120	B maj	B maj		B maj
556578	2025-07-08	N	S	House	ALLKNIGHT	Sunflower	-	3:25	120	C maj	C maj		C maj
558756	2025-07-07	M	M	Compilation	Various Artists	Rocket League x Monstercat: 10 Year Anniversary	RL10Y	--:--	N/A	N/A	N/A		N/A
558756	2025-07-07	Y	U	Drum & Bass	Bossfight	Endgame VIP	RL10Y	4:35	174	E min | E har min	E min		E min
558756	2025-07-07	Y	U	Drum & Bass	Koven	Turning Point (Worlds Rework)	RL10Y	3:25	174	(D# dor | D# min) / D# phr dom	D# min		D# min
557667	2025-07-07	N	U	Trap	Godlands & SPORTMODE	LEFT2RIGHT	-	2:59	126	D# phr	D# min		D# min
557599	2025-07-04	Y	U	Midtempo	F.O.O.L	Duality VIP	RL10Y	2:56	115	D min / D phr	D min		D min
557193	2025-07-03	N	I	House	Punctual & Hannah Boleyn	Eden	-	3:05	132	B min	B min		B min
558589	2025-07-02	N	U	Trap	Jon Casey & PAID!NFULL	EARTHQUAKE	-	2:53	172	F phr dom	F min		F min
557919	2025-07-01	N	S	House	Modd & Lisandro	Balloon	-	2:40	120	D# min	D# min		D# min
557865	2025-06-30	Y	U	EP	Afinity	USB.1	-	--:--	N/A	N/A	N/A		N/A
557865	2025-06-30	Y	U	Trap	Afinity	Stop Drop Roll	-	3:17	140	D min / D phr	D min		D min
557865	2025-06-30	Y	U	Trap	Afinity	Rhythm Talker	-	2:24	140	D# phr	D# min		D# min
557865	2025-06-30	Y	U	Dubstep	Afinity	SOUND	-	2:48	150	D# phr	D# min		D# min
556776	2025-06-27	Y	U	EP	Paper Skies	Canvas	-	--:--	N/A	N/A	N/A		N/A
556776	2025-06-27	Y	U	Electronic	Paper Skies	Listen to Him	-	0:57	145	F# min	F# min		F# min
556776	2025-06-27	Y	U	Dubstep	Paper Skies	Canvas	-	2:07	145	F# min	F# min		F# min
556776	2025-06-27	Y	U	Dubstep	Paper Skies	Believe Me	-	4:34	150	F# min	F# min		F# min
556776	2025-06-27	Y	U	Dubstep	Paper Skies	BOUNCE!	-	2:52	145	F min	F min		F min
556776	2025-06-27	Y	U	Dubstep	Paper Skies & Dallas Rodin	Dive Deep	-	3:21	150	F# min	F# min		F# min
558220	2025-06-26	N	I	House	WHIPPED CREAM & BKAYE	never mine	-	2:50	132	D min | D maj	D min		D min
557797	2025-06-25	N	U	Dubstep	Whales & WELON	Wish	-	3:02	145	D min	D min		D min
557834	2025-06-24	N	S	House	MXV & Courtney Storm	Can You	-	3:20	120	G# min | G# dor	G# min		G# min
558121	2025-06-23	Y	U	Electro	Tokyo Machine, Teminite, & Boom Kitty	BUSTED	-	2:22	130	F# min | F# loc | F# dor	F# min		F# min
557070	2025-06-20	M	U	EP	CHYL	Pretty Race Girl	-	--:--	N/A	N/A	N/A		N/A
557070	2025-06-20	N	U	House	CHYL & S3RL	Pretty Race Girl	-	3:30	150	A min	A min		A min
557070	2025-06-20	N	U	House	CHYL & k?d	Distant Dreams	-	3:19	150	E min	E min		E min
557070	2025-06-20	N	U	House	CHYL & Bianca	Fast Lane	-	2:56	150	G# har min	G# min		G# min
557070	2025-06-20	N	U	House	CHYL & TWISTED	I Get So Lost	-	3:10	150	F# min	F# min		F# min
557148	2025-06-19	N	I	Dubstep	Egzod	Not Alone	-	3:08	150	C# maj	C# maj		C# maj
553065	2025-06-18	N	I	EP	Hollywood Principle	Alive	-	--:--	N/A	N/A	N/A		N/A
553065	2025-06-18	N	I	House	Hollywood Principle & Dr. Awkward	Solar Eclipses VIP	RL10Y	3:18	128	G min	G min		G min
553065	2025-06-18	N	I	House	Hollywood Principle	Breathing Underwater VIP	RL10Y	3:26	127	F# min	F# min		F# min
553065	2025-06-18	N	I	House	Hollywood Principle	Seeing What's Next VIP	-	2:57	134	E min	E min		E min
553065	2025-06-18	N	I	House	Hollywood Principle	Firework VIP	RL10Y	2:59	127	A min	A min		A min
553065	2025-06-18	N	I	House	Hollywood Principle & MRKTS	Mary VIP	-	3:08	125	C# dor	C# min		C# min
557735	2025-06-17	N	S	House	A.M.R & Cornelius SA	Amber Sunlight Falls	-	3:02	120	C min	C min		C min
558091	2025-06-16	Y	U	Techno	SPORTMODE	FLY	-	3:08	140	D phr dom	D min		D min
558084	2025-06-13	Y	U	Dubstep	DJ DIESEL, LAYZ, & Shaquille O'Neal	BRING THE PAIN	-	2:32	145	D phr	D min		D min
558152	2025-06-12	Y	I	Electro	Bad Computer & Gold	Connected	-	2:27	128	E min	E min		E min
557575	2025-06-11	N	U	Dubstep	OddKidOut, Eliminate, & Adalaide Adams	SURFACE	-	2:12	145	D phr | D phr dom	D min		D min
557506	2025-06-10	N	S	EP	Ra5im & Arnie Way	Stranger	-	--:--	N/A	N/A	N/A		N/A
557506	2025-06-10	N	S	House	Ra5im & Arnie Way	Stranger	-	2:33	118	F# dor	F# min		F# min
557506	2025-06-10	N	S	House	Ra5im	Creation	-	3:10	114	C# min	C# min		C# min
557872	2025-06-09	Y	U	Dubstep	Just A Gent	ACTIVATE	-	2:38	137.357	D phr dom -	D min -		D min -
